iter	RMSE
314	353.9702261
315	353.9587874
316	353.9515656
317	353.9364869
318	353.9199786
319	353.908967
320	353.8969655
321	353.8074525
322	353.7811274
323	353.7711254
324	353.7561166
325	353.6784457
326	353.6730915
327	353.6601205
328	353.649886
329	353.6356554
330	353.5545124
331	353.5450255
332	353.5319198
333	353.5282395
334	353.5164481
335	353.5126347
336	353.441938
337	353.4323699
338	353.4192155
339	353.4090649
340	353.3889884
341	353.3787483
342	353.3699115
343	353.3617784
344	353.35273
345	353.3459824
346	353.3413675
347	353.3335594
348	353.3283059
349	353.3013776
350	353.2660843
351	353.2607697
352	353.2516592
353	353.2484008
354	353.2442178
355	353.2384828
356	353.2344699
357	353.2180294
358	353.2162917
359	353.2126161
360	353.2034467
361	353.1944653
362	353.1907232
363	353.1802054
364	353.1733554
365	353.1588345
366	353.1497169
367	353.1450673
368	353.1414587
369	353.1374486
370	353.1221186
371	353.0863662
372	353.076238
373	353.0525955
374	353.0484122
375	353.0466628
376	353.0397188
377	353.0263219
378	353.0058159
379	352.9454307
380	352.9365533
381	352.9153554
382	352.9109805
383	352.8625841
384	352.851995
385	352.8364804
386	352.8133238
387	352.8039711
388	352.7831574
389	352.7740226
390	352.7701637
391	352.7339955
392	352.7260153
393	352.7006269
394	352.6997679
395	352.6960579
396	352.6925805
397	352.6855687
398	352.6807265
399	352.6346984
400	352.6338214
401	352.5936903
402	352.5866126
403	352.5651259
404	352.5497989
405	352.5279041
406	352.5189684
407	352.516386
408	352.513061
409	352.4779743
410	352.4685289
411	352.4632245
412	352.4443212
413	352.4311675
414	352.424748
415	352.4076469
416	352.4028043
417	352.3885689
418	352.385659
419	352.3749493
420	352.3724432
421	352.3647313
422	352.3540161
423	352.3477419
424	352.3468692
425	352.3231507
426	352.2983018
427	352.2879482
428	352.2811482
429	352.2651669
430	352.2559991
431	352.2442222
432	352.2144102
433	352.2118068
434	352.2028416
435	352.1951708
436	352.1881195
437	352.1662899
438	352.159669
439	352.1552295
440	352.1492622
441	352.1456641
442	352.1412397
443	352.0518029
444	352.0492281
445	352.0470057
446	352.0432186
447	352.0216588
448	352.0192943
449	351.9930967
450	351.9772447
451	351.9756353
452	351.9603943
453	351.9542897
454	351.9501784
455	351.9385632
456	351.9232183
457	351.9195336
458	351.9062198
459	351.8885408
460	351.8831082
461	351.8813056
462	351.8768198
463	351.8685645
464	351.8658477
465	351.8610866
466	351.8560312
467	351.8410749
468	351.8232551
469	351.8106926
470	351.7964386
471	351.7841981
472	351.7701736
473	351.7582016
474	351.7518513
475	351.7436318
476	351.7258695
477	351.7143472
478	351.7080667
479	351.7075343
480	351.7040971
481	351.6959435
482	351.6860601
483	351.683249
484	351.6802969
485	351.6640871
486	351.6607782
487	351.6496536
488	351.6451123
489	351.6419671
490	351.6255666
491	351.6187088
492	351.6084022
493	351.6030188
494	351.5905764
495	351.583462
496	351.5766082
497	351.571585
498	351.5637888
499	351.5583727
500	351.5569306
501	351.5565595
502	351.5519905
503	351.5416404
504	351.5357406
505	351.5321977
506	351.5306326
507	351.5243939
508	351.5156659
509	351.5129706
510	351.5037466
511	351.5012627
512	351.495508
513	351.4885097
514	351.4842257
515	351.4829438
516	351.477318
517	351.4719027
518	351.4642595
519	351.4587958
520	351.4548711
521	351.4542833
522	351.4470892
523	351.4443598
524	351.437893
525	351.4355287
526	351.4329065
527	351.43019
528	351.4237545
529	351.4229293
530	351.4142566
531	351.411957
532	351.406531
533	351.3943077
534	351.3905678
535	351.3888372
536	351.3827221
537	351.3790232
538	351.3768343
539	351.373594
540	351.3661251
541	351.3628715
542	351.3535408
543	351.3416553
544	351.3383146
545	351.3346624
546	351.328569
547	351.32321
548	351.2969341
549	351.2951509
550	351.2928097
551	351.2890833
552	351.2840565
553	351.2817815
554	351.2671752
555	351.265788
556	351.2601471
557	351.2598248
558	351.2580084
559	351.2543335
560	351.252344
561	351.2368333
562	351.2354056
563	351.2347263
564	351.2317962
565	351.2294636
566	351.2244147
567	351.1881381
568	351.1838316
569	351.17738
570	351.1762356
571	351.172127
572	351.1625699
573	351.1569213
574	351.1545112
575	351.1499367
576	351.1496545
577	351.1472023
578	351.137896
579	351.1361753
580	351.1336845
581	351.1028944
582	351.1013044
583	351.0930418
584	351.0867058
585	351.0831599
586	351.0701066
587	351.0604641
588	351.053994
589	351.0469723
590	351.0449386
591	351.0429698
592	351.0392053
593	351.0379082
594	351.0347427
595	351.030759
596	351.0294445
597	351.0198503
598	351.0163314
599	351.0116739
600	351.0108476
601	350.9950032
602	350.9920332
603	350.9803589
604	350.9792403
605	350.97891
606	350.9763578
607	350.971754
608	350.9683491
609	350.967413
610	350.9660025
611	350.9640458
612	350.962689
613	350.9589203
614	350.9582192
615	350.9575778
616	350.9526083
617	350.9486038
618	350.9457809
619	350.9428629
620	350.9379519
621	350.9350376
622	350.9314996
623	350.9188775
624	350.9156598
625	350.9142181
626	350.9127992
627	350.9098212
628	350.9083216
629	350.9075298
630	350.9042084
631	350.8975721
632	350.8942864
633	350.893748
634	350.8920565
635	350.8905855
636	350.8808327
637	350.8797653
638	350.874723
639	350.8718447
640	350.8691472
641	350.8686616
642	350.8686584
643	350.8647895
644	350.8630769
645	350.8626425
646	350.8592189
647	350.8570673
648	350.8527381
649	350.8513822
650	350.8499893
651	350.8474102
652	350.8456858
653	350.8417537
654	350.8409729
655	350.8359069
656	350.8327161
657	350.8177244
658	350.8072784
659	350.7965682
660	350.788718
661	350.7864877
662	350.7854361
663	350.7812838
664	350.7799667
665	350.7639557
666	350.762835
667	350.7526864
668	350.75154
669	350.7491641
670	350.7457605
671	350.7430257
672	350.7356536
673	350.7356509
674	350.7341006
675	350.7244797
676	350.7160185
677	350.7063184
678	350.6880867
679	350.6856829
680	350.6844219
681	350.6822323
682	350.6811243
683	350.6723846
684	350.6679571
685	350.6650911
686	350.661607
687	350.6570833
688	350.6491388
689	350.6480564
690	350.642258
691	350.6414051
692	350.6382674
693	350.6370349
694	350.6346701
695	350.6326078
696	350.6254458
697	350.6211939
698	350.6121913
699	350.6112754
700	350.6104856
701	350.6102699
702	350.6015649
703	350.5938089
704	350.5877545
705	350.5864394
706	350.5834589
707	350.5806453
708	350.5803645
709	350.5789517
710	350.5772191
711	350.5765793
712	350.5752082
713	350.5728441
714	350.5690561
715	350.567501
716	350.5636791
717	350.5628901
718	350.5588506
719	350.5501731
720	350.5462955
721	350.5443629
722	350.5385297
723	350.5382651
724	350.5376909
725	350.5362556
726	350.5358167
727	350.535438
728	350.5342082
729	350.5332267
730	350.5321268
731	350.5295963
732	350.5276244
733	350.5259296
734	350.5230173
735	350.5201674
736	350.518674
737	350.5182485
738	350.5172127
739	350.5163725
740	350.5058228
741	350.5042246
742	350.5039209
743	350.5004034
744	350.493062
745	350.4894144
746	350.4811181
747	350.479263
748	350.4787805
749	350.4765725
750	350.4761235
751	350.4756514
752	350.474057
753	350.4734359
754	350.472132
755	350.4708826
756	350.4680314
757	350.4673331
758	350.4667467
759	350.4663731
760	350.4606581
761	350.4576873
762	350.4532953
763	350.4518556
764	350.4501997
765	350.448704
766	350.4477974
767	350.4477965
768	350.4465425
769	350.4455434
770	350.4425986
771	350.4393126
772	350.4372612
773	350.4364318
774	350.4332758
775	350.433049
776	350.4232875
777	350.4224748
778	350.4217561
779	350.4200797
780	350.4132361
781	350.412709
782	350.4071354
783	350.404806
784	350.4036767
785	350.403676
786	350.4025975
787	350.4018652
788	350.364422
789	350.3630924
790	350.3612075
791	350.3541297
792	350.3494047
793	350.3472085
794	350.3453394
795	350.3445075
796	350.3444192
797	350.3428072
798	350.3368974
799	350.3361935
800	350.3360934
801	350.3309179
802	350.3303647
803	350.3276343
804	350.3252578
805	350.3228993
806	350.3179714
807	350.3169483
808	350.3162899
809	350.3113032
810	350.310727
811	350.308938
812	350.3006721
813	350.29781
814	350.2969035
815	350.2941076
816	350.2917277
817	350.2818911
818	350.2786833
819	350.277302
820	350.2771576
821	350.2760195
822	350.269971
823	350.2687404
824	350.2612535
825	350.2598278
826	350.2595351
827	350.2280608
828	350.2258388
829	350.2225145
830	350.2214821
831	350.2204296
832	350.2199795
833	350.2190399
834	350.2187728
835	350.2172993
836	350.2166506
837	350.2150328
838	350.2130679
839	350.2122517
840	350.2014641
841	350.2005171
842	350.1998008
843	350.1993141
844	350.1972646
845	350.1927014
846	350.1908362
847	350.1898549
848	350.1880179
849	350.1753814
850	350.1738902
851	350.1727411
852	350.1714475
853	350.1678495
854	350.1629551
855	350.1622797
856	350.1595466
857	350.1570604
858	350.1547784
859	350.154263
860	350.1529704
861	350.1509118
862	350.1494914
863	350.1482658
864	350.142712
865	350.140955
866	350.1406948
867	350.1398475
868	350.1394979
869	350.1364602
870	350.1326252
871	350.1307871
872	350.1285262
873	350.1281888
874	350.1251198
875	350.1200694
876	350.1192084
877	350.1155973
878	350.1059411
879	350.1053637
880	350.1021331
881	350.1017378
882	350.1012164
883	350.1004797
884	350.1001049
885	350.0996803
886	350.0988605
887	350.0935017
888	350.0930096
889	350.0901356
890	350.086976
891	350.0855848
892	350.0852297
893	350.0824493
894	350.0791463
895	350.0773131
896	350.0771869
897	350.075569
898	350.0737636
899	350.0722549
900	350.0715592
901	350.066312
902	350.0648321
903	350.064189
904	350.0632563
905	350.0601784
906	350.0570681
907	350.0546105
908	350.0476465
909	350.0475582
910	350.046124
911	350.0442607
912	350.0416262
913	350.0356271
914	350.0307028
915	350.0290027
916	350.0283175
917	350.0220676
918	350.0215353
919	350.0202623
920	350.0193118
921	350.0167385
922	350.0138862
923	350.0073628
924	350.001899
925	350.0011478
926	349.9827824
927	349.9819846
928	349.9807372
929	349.9757676
930	349.9756259
931	349.9753704
932	349.9675892
933	349.9640649
934	349.9633791
935	349.9554418
936	349.9553151
937	349.9547402
938	349.9516645
939	349.9511743
940	349.9479955
941	349.9445155
942	349.9433267
943	349.9403977
944	349.9399257
945	349.9350306
946	349.9316821
947	349.9270571
948	349.9196661
949	349.9187341
950	349.9168699
951	349.9159596
952	349.9130765
953	349.9117101
954	349.9045659
955	349.9015239
956	349.8979063
957	349.8954706
958	349.894177
959	349.8923226
960	349.8897548
961	349.8885429
962	349.8844747
963	349.8839393
964	349.8837244
965	349.8823435
966	349.8780497
967	349.8762409
968	349.8749513
969	349.87391
970	349.8730459
971	349.8718538
972	349.87141
973	349.8679566
974	349.867518
975	349.8667992
976	349.864309
977	349.861977
978	349.8579234
979	349.8565275
980	349.8560162
981	349.8551741
982	349.8547317
983	349.8447845
984	349.8423305
985	349.8418538
986	349.8356804
987	349.834436
988	349.8340723
989	349.8295749
990	349.8290793
991	349.8276797
992	349.8263404
993	349.8231637
994	349.8229854
995	349.8218819
996	349.8200442
997	349.8186438
998	349.8178404
999	349.8162572
